action_delta_mean,ee_acc_p2p,ee_acc_peak,ee_acc_rms,ee_jerk_rms,episode,final_error_m,hold_5mm,hold_action_delta_mean,hold_ee_acc_p2p,hold_ee_acc_rms,hold_ee_jerk_rms,hold_joint_acc_rms,hold_vibration_index,joint_acc_rms,mean_error_m,min_error_m,qualified_action_delta_mean,qualified_ee_acc_p2p,qualified_ee_acc_rms,qualified_ee_jerk_rms,qualified_joint_acc_rms,qualified_vibration_index,reward_sum,success_10mm,success_20mm,success_30mm,success_50mm,success_5mm,vibration_index
0.04865440446154241,13.561008269261958,9.712381904700269,2.2176010553230068,44.758998604611484,0,0.0005822780300993294,1.0,7.13412653498862e-06,1.795976763663522e-05,9.908782687509482e-06,0.00024642495208791244,0.0,5.63856091389928e-06,0.0,0.005652253023059072,0.0005822780300993294,7.13412653498862e-06,1.795976763663522e-05,9.908782687509482e-06,0.00024642495208791244,0.0,5.63856091389928e-06,46.77282050709213,1.0,1.0,1.0,1.0,1.0,1.2791517715957568
0.04865446094696452,13.561057163334441,9.712381904700269,2.217614334717407,44.75937577343758,1,0.0005822776807952496,1.0,7.121056470007441e-06,1.8074960260439337e-05,9.858238710303089e-06,0.00024668709936783047,0.0,5.6152249466621685e-06,0.0,0.005652257136796982,0.0005822776807952496,7.121056470007441e-06,1.8074960260439337e-05,9.858238710303089e-06,0.00024668709936783047,0.0,5.6152249466621685e-06,46.7728201748072,1.0,1.0,1.0,1.0,1.0,1.2791594453889967
0.048654312492890615,13.560945458228403,9.712381904700269,2.217584109653374,44.75851509444266,2,0.0005822768144255961,1.0,7.170521556542034e-06,1.875043541705285e-05,9.647727253731402e-06,0.00024518593046518567,0.0,5.497170829471769e-06,0.0,0.005652247658641909,0.0005822768144255961,7.170521556542034e-06,1.875043541705285e-05,9.647727253731402e-06,0.00024518593046518567,0.0,5.497170829471769e-06,46.77282093522462,1.0,1.0,1.0,1.0,1.0,1.279141979068527
0.04865465166164429,13.5611542514316,9.712381904700269,2.2176406629786825,44.760129364515635,3,0.0005822781948402278,1.0,7.1333337327923535e-06,1.7669114377809995e-05,9.500745037425228e-06,0.00023805210673643817,0.0,5.425661654100244e-06,0.0,0.005652263824202526,0.0005822781948402278,7.1333337327923535e-06,1.7669114377809995e-05,9.500745037425228e-06,0.00023805210673643817,0.0,5.425661654100244e-06,46.77281949558751,1.0,1.0,1.0,1.0,1.0,1.2791746607053363
0.048654453790432595,13.561018970992308,9.712381904700269,2.2176038447565025,44.75907941028358,4,0.0005822761393244808,1.0,7.131035554493223e-06,1.6581922097819896e-05,9.221714661114218e-06,0.00022696858688080033,0.0,5.237561261650767e-06,0.0,0.005652254097567149,0.0005822761393244808,7.131035554493223e-06,1.6581922097819896e-05,9.221714661114218e-06,0.00022696858688080033,0.0,5.237561261650767e-06,46.772820459246695,1.0,1.0,1.0,1.0,1.0,1.2791533833738808
0.04865416780947334,13.560855717301425,9.712381904700269,2.2175597515947683,44.75781897205158,5,0.0005822769506524248,1.0,7.132961810095298e-06,1.847408817288782e-05,1.0134944363765593e-05,0.00025074339444811793,0.0,5.768302460480732e-06,0.0,0.005652241837635851,0.0005822769506524248,7.132961810095298e-06,1.847408817288782e-05,1.0134944363765593e-05,0.00025074339444811793,0.0,5.768302460480732e-06,46.772821551279954,1.0,1.0,1.0,1.0,1.0,1.2791279027607647
0.0486542567465528,13.560916144752143,9.712381904700269,2.217576028806704,44.75828356976521,6,0.0005822765042959758,1.0,7.122712113283316e-06,1.7938846314082572e-05,1.0249914270435877e-05,0.00025411882108341833,0.0,5.828009967610218e-06,0.0,0.00565224559538308,0.0005822765042959758,7.122712113283316e-06,1.7938846314082572e-05,1.0249914270435877e-05,0.00025411882108341833,0.0,5.828009967610218e-06,46.772821154441054,1.0,1.0,1.0,1.0,1.0,1.279137309018863
0.048654466951145094,13.561083030890885,9.712381904700269,2.217621391028184,44.759577112727875,7,0.000582276923614067,1.0,7.124794402549037e-06,1.988074299296655e-05,1.0277286959801114e-05,0.0002535936461811106,0.0,5.852067642256331e-06,0.0,0.00565225882335392,0.000582276923614067,7.124794402549037e-06,1.988074299296655e-05,1.0277286959801114e-05,0.0002535936461811106,0.0,5.852067642256331e-06,46.77282000620903,1.0,1.0,1.0,1.0,1.0,1.2791635229562104
0.04865435959358063,13.560999433563985,9.712381904700269,2.217598738870924,44.758930340010345,8,0.0005822776294288066,1.0,7.156577042376408e-06,2.1083706190695766e-05,9.59328721414048e-06,0.0002400069925114669,0.0,5.470811956024455e-06,0.0,0.005652251796378468,0.0005822776294288066,7.156577042376408e-06,2.1083706190695766e-05,9.59328721414048e-06,0.0002400069925114669,0.0,5.470811956024455e-06,46.77282058439241,1.0,1.0,1.0,1.0,1.0,1.2791504334199468
0.04865430143011756,13.560957400220534,9.712381904700269,2.217587305459176,44.758604283584624,9,0.0005822749738595152,1.0,7.121219812939915e-06,1.9194892918722942e-05,1.0017511860759816e-05,0.0002521499413277598,0.0,5.70383299509408e-06,0.0,0.005652247891697708,0.0005822749738595152,7.121219812939915e-06,1.9194892918722942e-05,1.0017511860759816e-05,0.0002521499413277598,0.0,5.70383299509408e-06,46.772820890485235,1.0,1.0,1.0,1.0,1.0,1.2791438257308292
0.048654424114158344,13.56100906224445,9.712381904700269,2.2176012517111783,44.75900487751599,10,0.0005822787455398586,1.0,7.172262693015256e-06,1.5244067290661302e-05,8.540335082312466e-06,0.00021429408292817712,0.0,4.8414290846343845e-06,0.0,0.00565225274274264,0.0005822787455398586,7.172262693015256e-06,1.5244067290661302e-05,8.540335082312466e-06,0.00021429408292817712,0.0,4.8414290846343845e-06,46.77282048010438,1.0,1.0,1.0,1.0,1.0,1.279151884963213
0.04865465999908914,13.56119080565853,9.712381904700269,2.217650647472329,44.760413572473865,11,0.0005822782500759085,1.0,7.1213436706610695e-06,1.772801481114835e-05,9.760402778877183e-06,0.00024083000642197215,0.0,5.563808493528947e-06,0.0,0.005652266335107598,0.0005822782500759085,7.1213436706610695e-06,1.772801481114835e-05,9.760402778877183e-06,0.00024083000642197215,0.0,5.563808493528947e-06,46.772819269094605,1.0,1.0,1.0,1.0,1.0,1.2791804302824572
0.04865441676301217,13.561007553242952,9.712381904700269,2.2176008320583116,44.75899291395929,12,0.0005822759671259425,1.0,7.132227377401896e-06,1.860810775160077e-05,9.596534867829468e-06,0.0002385615654530251,0.0,5.471199768546815e-06,0.0,0.005652251725146921,0.0005822759671259425,7.132227377401896e-06,1.860810775160077e-05,9.596534867829468e-06,0.0002385615654530251,0.0,5.471199768546815e-06,46.7728205140548,1.0,1.0,1.0,1.0,1.0,1.2791516429646572
0.048654426565824097,13.561002828866403,9.712381904700269,2.2175995305414937,44.75895585434171,13,0.0005822793973904911,1.0,7.114158477400877e-06,1.9913113363121415e-05,9.944503479400835e-06,0.00024985300861938447,0.0,5.674553946518962e-06,0.0,0.005652252673919815,0.0005822793973904911,7.114158477400877e-06,1.9913113363121415e-05,9.944503479400835e-06,0.00024985300861938447,0.0,5.674553946518962e-06,46.77282053616316,1.0,1.0,1.0,1.0,1.0,1.2791508904422852
0.04865431401350629,13.560952875751097,9.712381904700269,2.2175860240045573,44.75856866017659,14,0.0005822758907732456,1.0,7.134482946427578e-06,1.7168657175958697e-05,9.730770714917505e-06,0.00023866492550726211,0.0,5.529852486128539e-06,0.0,0.005652248667256761,0.0005822758907732456,7.134482946427578e-06,1.7168657175958697e-05,9.730770714917505e-06,0.00023866492550726211,0.0,5.529852486128539e-06,46.77282088627715,1.0,1.0,1.0,1.0,1.0,1.279143085029767
0.048654396102819235,13.56100907682632,9.712381904700269,2.217601291430696,44.759005288035695,15,0.0005822775326965158,1.0,7.120136860542996e-06,1.6785720056681828e-05,9.266805900025644e-06,0.00023088589875476913,0.0,5.259765258123037e-06,0.0,0.005652252884542988,0.0005822775326965158,7.120136860542996e-06,1.6785720056681828e-05,9.266805900025644e-06,0.00023088589875476913,0.0,5.259765258123037e-06,46.77282051877855,1.0,1.0,1.0,1.0,1.0,1.2791519080443048
0.048654476657456265,13.561049082538535,9.712381904700269,2.2176122918776215,44.7593194412914,16,0.0005822784600107064,1.0,7.111250785793537e-06,1.73979731121228e-05,8.966237680025486e-06,0.0002281921821701331,0.0,5.094374251391977e-06,0.0,0.005652255617200985,0.0005822784600107064,7.111250785793537e-06,1.73979731121228e-05,8.966237680025486e-06,0.0002281921821701331,0.0,5.094374251391977e-06,46.772820257958806,1.0,1.0,1.0,1.0,1.0,1.2791582652320241
0.04865458493344711,13.561137067624628,9.712381904700269,2.217636007399501,44.75999426315259,17,0.0005822778005461561,1.0,7.1204747268300345e-06,2.0296428500220153e-05,1.0634201291047026e-05,0.0002622477895052502,0.0,6.06423426496156e-06,0.0,0.005652262534932938,0.0005822778005461561,7.1204747268300345e-06,2.0296428500220153e-05,1.0634201291047026e-05,0.0002622477895052502,0.0,6.06423426496156e-06,46.772819631060784,1.0,1.0,1.0,1.0,1.0,1.2791719696725565
0.048654501806958635,13.56108673588255,9.712381904700269,2.2176224613343853,44.75960747305466,18,0.0005822773301104456,1.0,7.1359717670187666e-06,1.77952778733931e-05,9.37607384475021e-06,0.00023808132939954945,0.0,5.331659744266256e-06,0.0,0.005652257970283379,0.0005822773301104456,7.1359717670187666e-06,1.77952778733931e-05,9.37607384475021e-06,0.00023808132939954945,0.0,5.331659744266256e-06,46.77281999294433,1.0,1.0,1.0,1.0,1.0,1.279164141666276
