action_delta_mean,ee_acc_p2p,ee_acc_peak,ee_acc_rms,ee_jerk_rms,episode,final_error_m,hold_5mm,joint_acc_rms,mean_error_m,min_error_m,reward_sum,success_10mm,success_20mm,success_30mm,success_50mm,success_5mm,vibration_index
0.9351703477561889,27.802842240351833,19.43944998832945,12.069816669686684,271.5476649034069,0,0.003465147790104193,0.125,0.0,0.03143276443531194,0.003465147790104193,0.6482028287452771,1.0,1.0,1.0,1.0,1.0,6.947270854324772
0.935165383146204,27.802842240351833,19.43944998832945,12.069823052138538,271.54726901050304,1,0.0034646426804735174,0.125,0.0,0.03143229997811759,0.0034646426804735174,0.6482049032419617,1.0,1.0,1.0,1.0,1.0,6.947265189844663
0.9351733361942652,27.802842240351833,19.43944998832945,12.069735855541666,271.54567635095,2,0.003465160552852513,0.125,0.0,0.031432891549988906,0.003465160552852513,0.6482021888613893,1.0,1.0,1.0,1.0,1.0,6.947222413548762
0.9351801430883483,27.802842240351833,19.43944998832945,12.069715455600646,271.54635636033134,3,0.0034658160074243277,0.125,0.0,0.031433576319745915,0.0034658160074243277,0.6481992991714138,1.0,1.0,1.0,1.0,1.0,6.947221308196952
0.9351785567521139,27.802842240351833,19.43944998832945,12.069566962090539,271.5408000334822,4,0.0034650597997059303,0.125,0.0,0.03143295780575303,0.0034650597997059303,0.6482015424115353,1.0,1.0,1.0,1.0,1.0,6.947120817495643
0.9351783669650242,27.802842240351833,19.43944998832945,12.06976082652763,271.5478887850948,5,0.0034658181302197493,0.125,0.0,0.03143356565354182,0.0034658181302197493,0.6481995394784202,1.0,1.0,1.0,1.0,1.0,6.947246999630814
0.9351721227397429,27.802842240351833,19.43944998832945,12.069603541258392,271.5408447119539,6,0.003464505517198582,0.125,0.0,0.03143237551812523,0.003464505517198582,0.6482040892126818,1.0,1.0,1.0,1.0,1.0,6.947133577277224
0.9351810069649716,27.802842240351833,19.43944998832945,12.069641475126918,271.54407089487614,7,0.0034656399656014156,0.125,0.0,0.031433473189938145,0.0034656399656014156,0.6481995806122,1.0,1.0,1.0,1.0,1.0,6.94717330365855
0.9351746801701325,27.802842240351833,19.43944998832945,12.06981621158114,271.54871105958404,8,0.003465617710454533,0.125,0.0,0.031433265404815024,0.003465617710454533,0.6482008062818998,1.0,1.0,1.0,1.0,1.0,6.94727800924186
0.9351752222425972,27.802842240351833,19.43944998832945,12.069618811300533,271.54189978467485,9,0.003464895109801698,0.125,0.0,0.03143273934493985,0.003464895109801698,0.6482025643605017,1.0,1.0,1.0,1.0,1.0,6.947149166138814
0.935168670518402,27.802842240351833,19.43944998832945,12.069526506864397,271.5369846185985,10,0.003464054904359342,0.125,0.0,0.03143156493682259,0.003464054904359342,0.6482069420505111,1.0,1.0,1.0,1.0,1.0,6.947070790617866
0.9351791032378536,27.802842240351833,19.43944998832945,12.069747781706212,271.547202996252,11,0.0034658306914447192,0.125,0.0,0.03143354765438203,0.0034658306914447192,0.6481994776937777,1.0,1.0,1.0,1.0,1.0,6.94724093558604
0.9351722846250133,27.802842240351833,19.43944998832945,12.069822899366498,271.5486435899358,12,0.003465404244223961,0.125,0.0,0.03143304902223153,0.003465404244223961,0.6482017430834442,1.0,1.0,1.0,1.0,1.0,6.947276918430069
0.9351754857224789,27.802842240351833,19.43944998832945,12.069541881829979,271.5392685278597,13,0.003464616501737035,0.125,0.0,0.03143254707207008,0.003464616501737035,0.6482032115940722,1.0,1.0,1.0,1.0,1.0,6.947099402653727
0.9351773639901828,27.802842240351833,19.43944998832945,12.069769014060865,271.54770362202703,14,0.0034657289001288065,0.125,0.0,0.031433436298941686,0.0034657289001288065,0.6482000240754747,1.0,1.0,1.0,1.0,1.0,6.947251441789208
0.9351772115146236,27.802842240351833,19.43944998832945,12.069576266660867,271.54089855292244,15,0.003464949831951905,0.125,0.0,0.031432846084682387,0.003464949831951905,0.6482020459402834,1.0,1.0,1.0,1.0,1.0,6.947124501668966
0.9351730743267015,27.802842240351833,19.43944998832945,12.06962030716281,271.54153658397314,16,0.0034646680406650453,0.125,0.0,0.03143251668974427,0.0034646680406650453,0.6482035019648446,1.0,1.0,1.0,1.0,1.0,6.947146552325598
0.9351679857894092,27.802842240351833,19.43944998832945,12.069812939507804,271.54726303708895,17,0.0034648798630957426,0.125,0.0,0.03143252624695354,0.0034648798630957426,0.6482038726001713,1.0,1.0,1.0,1.0,1.0,6.9472636296037225
0.9351737668707768,27.802842240351833,19.43944998832945,12.069849531956983,271.5498239965222,18,0.0034656576212686273,0.125,0.0,0.03143328722490235,0.0034656576212686273,0.6482008219311224,1.0,1.0,1.0,1.0,1.0,6.947297892746198
0.9351688853883956,27.802842240351833,19.43944998832945,12.069686245287155,271.54228269114054,19,0.00346470285116937,0.125,0.0,0.031432013093432284,0.00346470285116937,0.6482053128130992,1.0,1.0,1.0,1.0,1.0,6.94717693737624
0.9351783261692846,27.802842240351833,19.43944998832945,12.069968298937974,271.55494123644417,20,0.0034666377981988038,0.125,0.0,0.03143413397576504,0.0034666377981988038,0.6481974846111608,1.0,1.0,1.0,1.0,1.0,6.947383143952992
0.9351756241504815,27.802842240351833,19.43944998832945,12.069558057577176,271.53978820087804,21,0.0034646891328844404,0.125,0.0,0.031432592506770864,0.0034646891328844404,0.6482030252053727,1.0,1.0,1.0,1.0,1.0,6.9471102961799645
0.9351742329231456,27.802842240351833,19.43944998832945,12.069825345647347,271.5488268183104,22,0.0034656181170861795,0.125,0.0,0.031433225069251794,0.0034656181170861795,0.6482009138675789,1.0,1.0,1.0,1.0,1.0,6.947282937282434
0.9351707572940797,27.802842240351833,19.43944998832945,12.069882273354667,271.5505117984215,23,0.003465470533897545,0.125,0.0,0.03143308070605402,0.003465470533897545,0.6482018235373438,1.0,1.0,1.0,1.0,1.0,6.947313693656748
0.9351789837416876,27.802842240351833,19.43944998832945,12.069765444000796,271.5479715492166,24,0.0034659000866106154,0.125,0.0,0.031433615547303465,0.0034659000866106154,0.6481992721208516,1.0,1.0,1.0,1.0,1.0,6.947251752482047
