action_delta_mean,ee_acc_p2p,ee_acc_peak,ee_acc_rms,ee_jerk_rms,episode,final_error_m,hold_5mm,joint_acc_rms,mean_error_m,min_error_m,reward_sum,success_10mm,success_20mm,success_30mm,success_50mm,success_5mm,vibration_index
0.11913125450067745,27.802842240351833,19.43944998832945,4.753820180262069,107.2429651488922,0,0.0028501211461221415,1.0,0.0,0.0072691620089255496,0.0013123916008243035,43.52850758843038,1.0,1.0,1.0,1.0,1.0,2.742412873673904
0.11913181432421062,27.802842240351833,19.43944998832945,4.753821700657035,107.2425575013265,1,0.0028501190672595334,1.0,0.0,0.007269085706360812,0.0013120298931310157,43.528509978324706,1.0,1.0,1.0,1.0,1.0,2.7424137518899356
0.11913176814587406,27.802842240351833,19.43944998832945,4.7537549821897525,107.24123826845498,2,0.002850122475962736,1.0,0.0,0.007269248185944236,0.001312531139868466,43.52850497058088,1.0,1.0,1.0,1.0,1.0,2.742375201707696
0.11913278691802216,27.802842240351833,19.43944998832945,4.753833031519781,107.24189141781467,3,0.002850115020286685,1.0,0.0,0.007268937218031294,0.0013110913134545422,43.52851453571023,1.0,1.0,1.0,1.0,1.0,2.742420299790582
0.11913248682165362,27.802842240351833,19.43944998832945,4.753767954575265,107.24102251879775,4,0.0028501210954398775,1.0,0.0,0.007269137055181465,0.0013121016318740095,43.52850835213774,1.0,1.0,1.0,1.0,1.0,2.742382696678927
0.11913165256521142,27.802842240351833,19.43944998832945,4.753714586381398,107.24068253807542,5,0.0028501200990039667,1.0,0.0,0.007269351520907409,0.0013122022521958624,43.528502245121636,1.0,1.0,1.0,1.0,1.0,2.742351859561651
0.11913133728806215,27.802842240351833,19.43944998832945,4.753763779199905,107.24186089907235,6,0.0028501209948930675,1.0,0.0,0.0072692816329797865,0.0013124170440079231,43.528504098856516,1.0,1.0,1.0,1.0,1.0,2.7423802838338007
0.1191318206153533,27.802842240351833,19.43944998832945,4.753840455863525,107.24284577459679,7,0.002850118425629547,1.0,0.0,0.007269048278611908,0.001311669874869822,43.52851103228024,1.0,1.0,1.0,1.0,1.0,2.7424245885302923
0.11913215225164482,27.802842240351833,19.43944998832945,4.7537726240070235,107.24135966051989,8,0.002850119427317545,1.0,0.0,0.0072691596747177815,0.0013120368701046484,43.52850786256579,1.0,1.0,1.0,1.0,1.0,2.7423853954536446
0.11913191784316347,27.802842240351833,19.43944998832945,4.7537623394044495,107.24140267129353,9,0.0028501202765146925,1.0,0.0,0.007269221301067216,0.0013122433116418658,43.52850588888628,1.0,1.0,1.0,1.0,1.0,2.7423794520183726
0.11913132457176878,27.802842240351833,19.43944998832945,4.753810320938406,107.242590020519,10,0.0028501222407647177,1.0,0.0,0.007269169379400626,0.001312685682420985,43.528507177195515,1.0,1.0,1.0,1.0,1.0,2.742407176736022
0.11913154613251885,27.802842240351833,19.43944998832945,4.75390982670337,107.24423107170574,11,0.0028501159101686708,1.0,0.0,0.007268894481929654,0.001311266120244181,43.52851589970341,1.0,1.0,1.0,1.0,1.0,2.742464672551909
0.11913273591400816,27.802842240351833,19.43944998832945,4.753750281748896,107.2405014690194,12,0.0028501174810295214,1.0,0.0,0.007269145822354654,0.0013119492796476121,43.528508196481134,1.0,1.0,1.0,1.0,1.0,2.7423724857310003
0.11913090855731603,27.802842240351833,19.43944998832945,4.7538313173853854,107.24341129828956,13,0.0028501216414807324,1.0,0.0,0.007269177793019948,0.0013126166718484477,43.528507004638584,1.0,1.0,1.0,1.0,1.0,2.742419308060032
0.1191317425794735,27.802842240351833,19.43944998832945,4.7537641846953145,107.2415183356252,14,0.002850123740879707,1.0,0.0,0.0072692436419515335,0.0013126206583875494,43.52850495707147,1.0,1.0,1.0,1.0,1.0,2.742380517893469
0.11913162222290873,27.802842240351833,19.43944998832945,4.753801357500642,107.24230993470474,15,0.0028501205090391752,1.0,0.0,0.00726917052498021,0.0013126393860952137,43.528507022125304,1.0,1.0,1.0,1.0,1.0,2.742401997357322
0.1191320734876611,27.802842240351833,19.43944998832945,4.753798916589416,107.24180867812184,16,0.0028501217359629635,1.0,0.0,0.007269103198923582,0.0013122566975772205,43.528509332803274,1.0,1.0,1.0,1.0,1.0,2.7424005867956094
0.11913182253049891,27.802842240351833,19.43944998832945,4.7538672797327655,107.24325313219367,17,0.0028501180324073607,1.0,0.0,0.007268971990287114,0.0013114572896664972,43.528513468047336,1.0,1.0,1.0,1.0,1.0,2.742440087849264
0.11913037903922281,27.802842240351833,19.43944998832945,4.753903719403592,107.24515713481672,18,0.0028501211789666954,1.0,0.0,0.007269057107459645,0.001312302371778026,43.528510842565524,1.0,1.0,1.0,1.0,1.0,2.742461143348475
0.11913101907838412,27.802842240351833,19.43944998832945,4.75371999085927,107.24121701790422,19,0.0028501251957595325,1.0,0.0,0.007269410302809344,0.0013124298074682463,43.528500406385845,1.0,1.0,1.0,1.0,1.0,2.7423549811690946
0.11913138813435692,27.802842240351833,19.43944998832945,4.753780321043747,107.24208342805555,20,0.002850123707580062,1.0,0.0,0.007269233000031687,0.0013125142305823044,43.528505470224935,1.0,1.0,1.0,1.0,1.0,2.742389841492319
0.11913145350448547,27.802842240351833,19.43944998832945,4.753783151056693,107.2421143274772,21,0.0028501195892201227,1.0,0.0,0.007269225829695038,0.0013124494113258122,43.528505653407144,1.0,1.0,1.0,1.0,1.0,2.7423914787231523
0.11913100798481331,27.802842240351833,19.43944998832945,4.753785503181755,107.24240013186257,22,0.002850122811498388,1.0,0.0,0.007269257770159323,0.0013125861568179,43.5285048139008,1.0,1.0,1.0,1.0,1.0,2.7423928368440817
0.11913196353670591,27.802842240351833,19.43944998832945,4.753776707204642,107.24156949406185,23,0.0028501196627346566,1.0,0.0,0.007269174159799361,0.0013121400807034763,43.528507392284276,1.0,1.0,1.0,1.0,1.0,2.7423877542293917
0.11913219409928863,27.802842240351833,19.43944998832945,4.753702281166857,107.23995124182875,24,0.0028501186825380938,1.0,0.0,0.0072693140654318394,0.0013123576621704857,43.52850315763027,1.0,1.0,1.0,1.0,1.0,2.7423447499421494
0.1191322103811271,27.802842240351833,19.43944998832945,4.753768211767949,107.24123277600387,25,0.0028501177119001206,1.0,0.0,0.007269169811643068,0.001312244188810764,43.52850733420706,1.0,1.0,1.0,1.0,1.0,2.742382846128759
0.11913146799608315,27.802842240351833,19.43944998832945,4.753734371967422,107.24120923543163,26,0.0028501244818746802,1.0,0.0,0.007269337040578352,0.001312524483548209,43.52850240252708,1.0,1.0,1.0,1.0,1.0,2.742363290977226
0.11913115445748991,27.802842240351833,19.43944998832945,4.753893798164032,107.24429576257998,27,0.0028501190258128986,1.0,0.0,0.007268995746103215,0.0013118147213390377,43.52851258093834,1.0,1.0,1.0,1.0,1.0,2.7424554110609627
0.11913176747255717,27.802842240351833,19.43944998832945,4.753879473277867,107.24351837783941,28,0.0028501166565907954,1.0,0.0,0.007268947632237399,0.0013114644437131017,43.52851415313323,1.0,1.0,1.0,1.0,1.0,2.7424471339068686
0.11913264609069375,27.802842240351833,19.43944998832945,4.7537618012485,107.24081532621449,29,0.0028501177378669556,1.0,0.0,0.00726912761357966,0.0013118020398257314,43.52850885362472,1.0,1.0,1.0,1.0,1.0,2.7423791420271466
